schema_version,experiment_id,summary_scope,comparison_scope,run_type,replicate_id,machine,gpu,gpu_name,gpu_compute_capability,run_id,model_family,config,num_codebook_vectors,rank,num_heads,expand_k,expand_v,seed,data_seed,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,configured_max_epochs,final_epoch,validations_per_epoch,early_stopping_disabled,status,started_at_utc,ended_at_utc,wall_clock_sec,dtype_policy,outer_model_dtype,master_weight_dtype,optimizer_state_dtype,kernel_input_dtype,actual_kernel_dtype,dtype_comparison_scope,grad_scaler_skips,peak_allocated_mib,peak_reserved_mib,valid_loss,valid_accuracy,normalized_config_sha256,resolved_config_path,resolved_config_sha256,last_checkpoint_path,last_checkpoint_sha256,best_checkpoint_path,best_checkpoint_sha256,zoology_commit,flash_commit,official_scope,metadata_verification_level
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed125,2080ti,1,NVIDIA GeForce RTX 2080 Ti,7.5,2080ti-gdn-s125-fp16,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,125,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T09:44:14.046408+00:00,2026-07-26T09:49:37.795662+00:00,323.74924681312405,fp16,amp_float16,torch.float32,torch.float32,float16,float16,dtype_probe_matching_only,0,1535.7412109375,2108.0,0.16716702946458042,0.99624365234375,52581d704d9b42d9ee0c1a00e669abe8507d37a26bc383a3a185fcb74d848e06,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-2080ti-formal/gdn-s125-fp16-b64ga4-formal.json,9334850c6d6906517dba28bf1a055edfb9e4cd7c2b268211b3f209673398a7c9,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/2080ti/checkpoints/formal/20260726-01-mqar-precision-profile-2080ti-formal/gdn-s125-fp16-b64ga4-formal/last.pt,383e98cb234fa6899ec9c29fa48659e5410f6d6858a9b6fcfd4e3e125231c771,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/2080ti/checkpoints/formal/20260726-01-mqar-precision-profile-2080ti-formal/gdn-s125-fp16-b64ga4-formal/best.pt,7c9160cc4cd970e7a3028a74423b6a35c309b0503b879478fae5c2030c659be6,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed125,2080ti,1,NVIDIA GeForce RTX 2080 Ti,7.5,2080ti-flash-s125-fp16,flash_vqg,baseline-r16-joint,256,16,,,,125,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T10:02:59.642607+00:00,2026-07-26T10:28:23.891024+00:00,1524.2484250699636,fp16,amp_float16,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,2565.30810546875,3156.0,0.07703825835848138,0.99326025390625,98fcd9da843647d75dce6faa85d9b36fcb178a678d1d0929a351f7cb44cd3555,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-2080ti-formal/flash-s125-fp16-b64ga4-formal.json,4111055b6e13b609aa46cf62155ad55c48e3b27f131ce09f2bc25f5dac33fe8c,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/2080ti/checkpoints/formal/20260726-01-mqar-precision-profile-2080ti-formal/flash-s125-fp16-b64ga4-formal/last.pt,3ced25c62ce1405b2f4063a62c7dac760693ded843a2b114c206ba61fb8c7d04,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/2080ti/checkpoints/formal/20260726-01-mqar-precision-profile-2080ti-formal/flash-s125-fp16-b64ga4-formal/best.pt,e02bc4794733d23a56174a2a3c2284e22d8361743a469b4bc5b54cf14149ac32,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed123,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s123-fp32,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,123,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T04:10:15.308000+00:00,2026-07-26T04:37:23.791558+00:00,1628.4835644410923,fp32,float32,torch.float32,torch.float32,float32,float32,dtype_probe_matching_only,0,1920.45556640625,2894.0,0.16772341407098187,0.99609326171875,b5ea393890de8981756032c5a367a05d5a72f852f2b0278d3402c7ec6eb9893f,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-fp32-b64ga4-formal.json,6b96b769a713e20933455449f10492b02a52986249641ebc1114f8fb26dcbf3b,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-fp32-b64ga4-formal/last.pt,7881961def366caef2a5804a496a651c2d4e51ea733ca173c4a4382d5ad41442,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-fp32-b64ga4-formal/best.pt,607865f1ed6773668856509c71fde8d91297c72866acfef8eb558b82e469d5e0,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed123,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s123-fp32,flash_vqg,baseline-r16-joint,256,16,,,,123,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T04:57:10.875890+00:00,2026-07-26T05:19:49.816322+00:00,1358.9404358100146,fp32,float32,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,3130.43017578125,3432.0,0.1243357299734646,0.984638671875,2515e8e9f773b41ea039fc1bc765ba9e8000ec114ed81ce49a52846dd77a1843,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s123-fp32-b64ga4-formal.json,b4cd4b6b1527a912ca6c427ed2d445f09e1c9bf3e392b0cf679cfabdc9d7c5da,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s123-fp32-b64ga4-formal/last.pt,f5aa2e85380261a7bf9a7bb891e176904d4feeffa7c541e937a150f706e993fa,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s123-fp32-b64ga4-formal/best.pt,755c223e33bc1686931a9c33573d94b1072fbfefe2992cc27eb66d480b942b04,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed124,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s124-fp32,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,124,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T05:30:06.466310+00:00,2026-07-26T05:59:48.675650+00:00,1782.2093456210569,fp32,float32,torch.float32,torch.float32,float32,float32,dtype_probe_matching_only,0,1920.45556640625,2894.0,0.17086618318590188,0.9956201171875,75a41717dbb2795e40fca30d736aa8c508ac6c5ec43c985a86e923129324457f,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s124-fp32-b64ga4-formal.json,b1e35236a8b260b3feb2852dabfb62b0f74430ee36b50a7b55502509594e3926,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s124-fp32-b64ga4-formal/last.pt,fda39c7218599a9187df2547866ef05275bbb9fffe0494c0777440ca618ab0e6,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s124-fp32-b64ga4-formal/best.pt,1cd769dc4d4954faebe9601483eaa809b45642bd6aa92e04fd26ee053e6901d2,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed124,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s124-fp32,flash_vqg,baseline-r16-joint,256,16,,,,124,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T06:19:42.168511+00:00,2026-07-26T06:42:56.790471+00:00,1394.6219637934119,fp32,float32,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,3132.560546875,3342.0,0.06979143724680716,0.99381396484375,610c5f31404cda04946eafc946ff1c0c48c6aaa36bb7ea0ed73d49089aed5adb,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s124-fp32-b64ga4-formal.json,7fa4bc66a90f0bb5f16022603ba85b82c263bbe9b6bb4ccb09177d100867dbc9,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s124-fp32-b64ga4-formal/last.pt,09e062406154220dde661a33fbbb212789ab578f22b383824ccc2742b5729730,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s124-fp32-b64ga4-formal/best.pt,4941da1202b6aaff887d8feb272945fac66b7afdc0c997c62b18a80b7c66030e,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed125,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s125-fp32,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,125,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T06:53:07.677686+00:00,2026-07-26T07:23:20.943825+00:00,1813.266142256558,fp32,float32,torch.float32,torch.float32,float32,float32,dtype_probe_matching_only,0,1920.45556640625,2894.0,0.16802417010411672,0.99597021484375,afd884a244231ddec7375eade2f2e001ba12996fc0daa43a63436eb80a1dcabb,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s125-fp32-b64ga4-formal.json,dd7a664034308c2b1c42a93415c0656790b8fa883e0744a291368320e197f323,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s125-fp32-b64ga4-formal/last.pt,440f007d05071824f5206073e7b8aacf1b62c4911a3c5839fe5912c186690832,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s125-fp32-b64ga4-formal/best.pt,ee0af75ec3e3b24451b750a64bc00d5073aba4663b9348de004cb373eb095c6b,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed125,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s125-fp32,flash_vqg,baseline-r16-joint,256,16,,,,125,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T07:43:13.416460+00:00,2026-07-26T08:06:24.485669+00:00,1391.0692147538066,fp32,float32,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,3130.9443359375,3348.0,0.05935371234885506,0.99569873046875,b607c0763745805d9e6896d45f9e48de6dd787ea1192da303075a7e04efac000,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s125-fp32-b64ga4-formal.json,21677feabc0ce062cbe295ae42076d7dfaffa01fc1b79a0d3603aab5513a07b9,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s125-fp32-b64ga4-formal/last.pt,7e1ab2b048a2ea216c134b5d617b7a12c60ee794495c67dd88c771bae4cb23b5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s125-fp32-b64ga4-formal/best.pt,f2c22d7eaf76247b5a0b5e55a5acc5b581f4873a7822142fb39bf40f6e376ee8,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed123,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s123-fp16,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,123,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T08:16:38.935418+00:00,2026-07-26T08:22:19.858620+00:00,340.9232055153698,fp16,amp_float16,torch.float32,torch.float32,float16,float16,dtype_probe_matching_only,0,1535.7412109375,2108.0,0.16770151371158482,0.9961064453125,68074af4c6beb3904b9721c88b5165abeab332b7ed4e1be664b427252e9f195f,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-fp16-b64ga4-formal.json,9a8358b4526fb77d007b9b65bfe9a490e12b57361cd6aeef7b89464aafd2b8a2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-fp16-b64ga4-formal/last.pt,bac06222804cd4cefe76024ac38a4af0d9574b10acb15e6a6b0cd37c74ee3282,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-fp16-b64ga4-formal/best.pt,fad2dd7b314e3d1aa628fcfb6a6fda41554d68b7b7af9c774699a9ea8eaa1e83,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed123,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s123-fp16,flash_vqg,baseline-r16-joint,256,16,,,,123,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T08:42:09.401865+00:00,2026-07-26T09:03:33.956863+00:00,1284.5550033152103,fp16,amp_float16,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,2566.24462890625,3156.0,0.0721519021502149,0.99395556640625,a93ac13e3c45cc367f9dde21097b4df8343382d8baa661a6abbc9a5a30f7d481,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s123-fp16-b64ga4-formal.json,30e90517244864bd067ef6277c3fe882f13f93db410a16c84e1848f7dc979889,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s123-fp16-b64ga4-formal/last.pt,5fbe5a732c862a140a17e56a1598c1543182a6121d20bfc422a6d8447f0acadd,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s123-fp16-b64ga4-formal/best.pt,e595c6a611d7ddbba7be519a2f30d01da1e8d9343fdb91386075b23bf8c38a4c,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed124,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s124-fp16,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,124,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T09:13:44.907654+00:00,2026-07-26T09:19:27.003584+00:00,342.09593771304935,fp16,amp_float16,torch.float32,torch.float32,float16,float16,dtype_probe_matching_only,0,1535.7412109375,2108.0,0.17086976040561225,0.99561865234375,c2fa452d1c710805e1e6551cd623f131e90268e195accfbb1fff7d69a9c34064,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s124-fp16-b64ga4-formal.json,b868b7914ee659edcb2c6f12b54a64948fd35b1874a0fbd79c8d923b77222f73,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s124-fp16-b64ga4-formal/last.pt,274546efdd5b537ce7355da5f5bd6e12d690e7d3dd6027ab82ee54462db50d3d,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s124-fp16-b64ga4-formal/best.pt,14926c4515f425075e98cc43435e4231efb085761a5c99ce7ccc14a58aa96047,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed124,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s124-fp16,flash_vqg,baseline-r16-joint,256,16,,,,124,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T09:39:40.430049+00:00,2026-07-26T10:00:59.201511+00:00,1278.7714650360867,fp16,amp_float16,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,2564.8955078125,3158.0,0.07608418565036522,0.99284326171875,c4301a0ee6d6d13ae19d520486e995d4d5687dc9d981eb32aa878e85db53e7d7,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s124-fp16-b64ga4-formal.json,e7adabf587bebbf544b4f9486a4b3b5fd68a658a951eb9439507c3366694a7d5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s124-fp16-b64ga4-formal/last.pt,73d598db6f45c15a19ee0f3165684ae05d7f8a8b999983d05733662ef78ef032,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s124-fp16-b64ga4-formal/best.pt,5503080628dfb95ea42eed3db7248bc80a2e82c1f7bcae1c5af29441aa3a0a11,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed125,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s125-fp16,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,125,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T10:11:10.863223+00:00,2026-07-26T10:16:29.596818+00:00,318.7336012413725,fp16,amp_float16,torch.float32,torch.float32,float16,float16,dtype_probe_matching_only,0,1535.7412109375,2108.0,0.1680154227125015,0.995966796875,52581d704d9b42d9ee0c1a00e669abe8507d37a26bc383a3a185fcb74d848e06,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s125-fp16-b64ga4-formal.json,3e24292dfcbb139e2ecc52278f03fe4e3f41fddec4867b9e4525ed71a1fc3044,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s125-fp16-b64ga4-formal/last.pt,d12ffc9a70d578aed1d4bca95b402c10bfcfb3e527a62b3a1bc80a5b7455fbdd,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s125-fp16-b64ga4-formal/best.pt,7665faf0a4e91a31aa3448e1ede204bc8d54c6ab55bd28e59428b52d36d0fff6,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed125,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s125-fp16,flash_vqg,baseline-r16-joint,256,16,,,,125,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T10:35:51.445139+00:00,2026-07-26T10:55:49.570755+00:00,1198.125618552789,fp16,amp_float16,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,1,2566.1455078125,3156.0,0.06278587741378162,0.99435546875,98fcd9da843647d75dce6faa85d9b36fcb178a678d1d0929a351f7cb44cd3555,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s125-fp16-b64ga4-formal.json,99b07ed28319004b630d56bbe1580ccdffaead6af6da2da96f6ba52a692d33a0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s125-fp16-b64ga4-formal/last.pt,a746d4bd7f2e790e84dbc7e2f6f8ffb25b0e43d2280f5ec14c19ab9a84fb83cf,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s125-fp16-b64ga4-formal/best.pt,0049c7da397b12c0e1f2dce1a3f3cfc21b0076ab9bf8ed2e5f11b0f766fdd141,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed123,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-gdn-s123-bf16,gated_delta_net,gdnxk-h2-ek4-ev4-usegate0,,,2,4,4,123,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T11:06:06.994031+00:00,2026-07-26T11:11:26.609704+00:00,319.6156751876697,bf16,amp_bfloat16,torch.float32,torch.float32,bfloat16,bfloat16,dtype_probe_matching_only,0,1535.73974609375,2108.0,0.16798497169529872,0.9960498046875,4c8f904b6f3b7f8a3b1487f6e48ca7f8390d36aa18933db6a79d3ac265e0475b,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-bf16-b64ga4-formal.json,ee6276bc8d8496af25ca21e1a2745b70e371070a015abf3080480d1a1dd215c8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-bf16-b64ga4-formal/last.pt,8804c980af86d44aac028be05d3d2ae3d27f086fe14ad40aa0bc1aa76ba41aeb,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/gdn-s123-bf16-b64ga4-formal/best.pt,9f3ea9d90e58cea23017e76a2df9bd095b4758dc07768c10678a94b3808f0fab,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
1,20260726-01-mqar-precision-profile,epoch4_final_only,matching_dtype_precision_profile,precision_profile_formal,seed123,3090,0,NVIDIA GeForce RTX 3090,8.6,3090-flash-s123-bf16,flash_vqg,baseline-r16-joint,256,16,,,,123,123,64,16,4,256,b64_ga4,4,4,4,True,completed,2026-07-26T11:30:57.477695+00:00,2026-07-26T11:50:51.702473+00:00,1194.2247816734016,bf16,amp_bfloat16,torch.float32,torch.float32,float32_boundary,float32,dtype_probe_matching_only,0,2565.7548828125,3156.0,0.0865930938383653,0.9916533203125,610b1bfbca5e84c54cd51232fe506f05a3ac9a52fd11c6e72553a00a1df4aabc,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260726-01-mqar-precision-profile-3090-formal/flash-s123-bf16-b64ga4-formal.json,6e51d5fa2f8ddb4be13a828c8959c2b249785278ac8864488c8038f40c06fe1c,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s123-bf16-b64ga4-formal/last.pt,460574a2e3f7a14936684db037f6cb130c006e27852decc30c4d2bb92d086d96,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260726-01-mqar-precision-profile/outputs/machines/3090/checkpoints/formal/20260726-01-mqar-precision-profile-3090-formal/flash-s123-bf16-b64ga4-formal/best.pt,99e86d4a2a4de7356ba167b5487b1f7298c263e4d5eef1c7f545d3a37a99fb9d,e56fa9abd7278fdd43b59fa60e89406b751fc98a,9a8bf7074f90abca3a0be1faf0201c25dbfaf50c,independent_precision_profile,verified_artifact_and_gate
